Type,Department,Desk,EID,Hire Date,Job Title,Level,Direct Manager EID,Location,Gender,Total Years of Experince within EFG Hermes,2022 Performance Appraisal,2021 Performance Appraisal,2020 Performance Appraisal,2019 Performance Appraisal,2018 Performance Appraisal,2023 Promotions,2022 Promotions,2021 Promotions,2020 Promotions,2019 Promotions
Business Line,Investment Banking,Investment Banking,2510,3-Mar-20,Associate,Associate,692,UAE - DIFC,Female,3 Year(s) 3 Month(s) 17 Day(s),Above Expectations,Above Expectations,Meets Expectations,Hired 2020,Hired 2020,Analyst - Associate: Mar 2023,,,,
Business Line,Investment Banking,Investment Banking,2554,1-Jan-21,Associate,Associate,692,UAE - DIFC,Male,2 Year(s) 5 Month(s) 19 Day(s),Meets Expectations,Above Expectations,Meets Expectations,Hired 2021,Hired 2021,Analyst - Associate: Mar 2023,,,,
Business Line,Investment Banking,Investment Banking,2829,10-Oct-22,Associate,Associate,692,UAE - DIFC,Male,0 Year(s) 8 Month(s) 10 Day(s),Above Expectations,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Line,Investment Banking,Investment Banking,2115,1-Jun-19,Associate,Associate,929,Egypt - Head Office,Male,4 Year(s) 0 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Hired 2019,Analyst - Associate: Mar 2023,,,,
Business Line,Investment Banking,Investment Banking,2411,1-Jun-19,Associate,Associate,929,Egypt - Head Office,Female,4 Year(s) 0 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Hired 2019,,Analyst - Associate: Mar 2022,,,
Business Line,Investment Banking,Investment Banking,2488,1-Jan-20,Associate,Associate,929,Egypt - Head Office,Male,3 Year(s) 5 Month(s) 19 Day(s),Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,Hired 2020,,Analyst - Associate: Mar 2022,,,
Business Line,Investment Banking,Investment Banking,2423,1-Jun-19,Associate,Associate,2126,Egypt - Head Office,Male,4 Year(s) 0 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Meets Expectations,Hired 2019,,Analyst - Associate: Mar 2022,,,
Business Line,Investment Banking,Investment Banking,1953,1-Feb-16,Associate Vice President,Associate VP,692,UAE - DIFC,Male,7 Year(s) 4 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,Associate - Associate VP: Mar 2022,,,Analyst - Associate: Mar 2019
Business Line,Investment Banking,Investment Banking,2158,1-Jan-18,Associate Vice President,Associate VP,692,UAE - DIFC,Male,5 Year(s) 5 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,Associate - Associate VP: Mar 2023,,Analyst - Associate: Mar 2021,,
Business Line,Investment Banking,Investment Banking,1971,15-May-16,Associate Vice President,Associate VP,929,Egypt - Head Office,Female,7 Year(s) 1 Month(s) 5 Day(s),Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,Associate - Associate VP: Mar 2022,,,Analyst - Associate: Mar 2019
Business Line,Investment Banking,Investment Banking,1978,15-May-16,Associate Vice President,Associate VP,929,Egypt - Head Office,Male,7 Year(s) 1 Month(s) 5 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Meets Expectations,Above Expectations,,Associate - Associate VP: Mar 2022,,,Analyst - Associate: Mar 2019
Business Line,Investment Banking,Investment Banking,2032,1-Feb-17,Associate Vice President,Associate VP,929,Egypt - Head Office,Male,6 Year(s) 4 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,Associate - Associate VP: Mar 2023,,,Analyst - Associate:Mar 2020,
Business Line,Investment Banking,Investment Banking,2033,1-Feb-17,Associate Vice President,Associate VP,929,Egypt - Head Office,Male,6 Year(s) 4 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Meets Expectations,Associate - Associate VP: Mar 2023,,,Analyst - Associate:Mar 2020,
Business Line,Investment Banking,Investment Banking,1740,1-Oct-12,Director,Director,692,UAE - DIFC,Male,10 Year(s) 8 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,Associate Director - Director: Mar 2022,Vice President - Associate Director: Mar 2021,,Associate VP - Vice President: Mar 2019
Business Line,Investment Banking,Investment Banking,2818,25-Sep-22,Director,Director,692,KSA - Riyadh,Male,0 Year(s) 8 Month(s) 25 Day(s),Meets Expectations,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Line,Investment Banking,Investment Banking,1706,1-Feb-11,Director,Director,929,Egypt - Head Office,Male,12 Year(s) 4 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Above Expectations,Above Expectations,,,Associate Director - Director: Mar 2021,Vice President - Associate Director:Mar 2020,
Business Line,Investment Banking,Investment Banking,1741,1-Oct-12,Director,Director,929,Egypt - Head Office,Female,10 Year(s) 8 Month(s) 19 Day(s),Above Expectations,Meets Expectations,Meets Expectations,Above Expectations,Above Expectations,,Associate Director - Director: Mar 2022,Vice President - Associate Director: Mar 2021,,Associate VP - Vice President: Mar 2019
Business Line,Investment Banking,Investment Banking,692,2-Apr-06,Co-Head of Investment Banking,Managing Director,195,UAE - DIFC,Male,17 Year(s) 2 Month(s) 18 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,,,,
Business Line,Investment Banking,Investment Banking,929,22-Jul-07,Co-Head of Investment Banking,Managing Director,195,Egypt - Head Office,Male,15 Year(s) 10 Month(s) 28 Day(s),Meets Expectations,Above Expectations,Above Expectations,Above Expectations,Meets Expectations,,,,,
Business Line,Investment Banking,Investment Banking,1236,1-Aug-08,Managing Director,Managing Director,692,UAE - DIFC,Male,14 Year(s) 10 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Investment Banking,Investment Banking,1481,1-Dec-09,Managing Director,Managing Director,692,UAE - DIFC,Male,13 Year(s) 6 Month(s) 19 Day(s),Meets Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,Director - Managing Director: May 2022,,,
Business Line,Investment Banking,Investment Banking,1534,28-Feb-10,Managing Director,Managing Director,692,UAE - DIFC,Male,13 Year(s) 3 Month(s) 20 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,,,,
Business Line,Investment Banking,Investment Banking,2034,1-Jan-17,Head of Equity Capital Markets Syndicate,Managing Director,692,UAE - One Central,Male,6 Year(s) 5 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Investment Banking,Investment Banking,1076,1-Mar-08,Managing Director,Managing Director,929,Egypt - Head Office,Male,15 Year(s) 3 Month(s) 19 Day(s),Incomplete,Meets Expectations,N/A,Meets Expectations,Above Expectations,,,,,
Business Line,Investment Banking,Investment Banking,1500,1-Jan-10,Managing Director,Managing Director,929,Egypt - Head Office,Male,13 Year(s) 5 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,Director - Managing Director: May 2022,,,
Business Line,Investment Banking,Investment Banking,1513,27-Jan-10,Managing Director,Managing Director,929,Egypt - Head Office,Male,13 Year(s) 4 Month(s) 23 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Above Expectations,Meets Expectations,,Director - Managing Director: May 2022,,,"Vice President - Associate Director: Mar 2019
Vice President - Associate Director: Jun 2019"
Business Line,Investment Banking,Investment Banking,2126,1-Nov-17,"Managing Director, Debt Capital Markets",Managing Director,929,Egypt - Head Office,Female,5 Year(s) 7 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Meets Expectations,Above Expectations,,Director - Managing Director: May 2022,,,
Business Partner,Investment Banking,Investment Banking,1484,1-Dec-09,Senior Executive Support Manager,Professional,692,UAE - DIFC,Female,13 Year(s) 6 Month(s) 19 Day(s),Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Partner,Investment Banking,Investment Banking,2359,1-Oct-18,Senior Executive Support Manager,Professional,929,Egypt - Head Office,Female,4 Year(s) 8 Month(s) 19 Day(s),Above Expectations,Meets Expectations,Meets Expectations,Above Expectations,Hired 2018,,,,,
Business Partner,Investment Banking,Investment Banking,267,1-Jul-85,Senior Executive Assistant,Senior Specialist,929,Egypt - Head Office,Male,37 Year(s) 11 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Investment Banking,Investment Banking,1781,1-Sep-13,Vice President,Vice President,692,UAE - DIFC,Male,9 Year(s) 9 Month(s) 19 Day(s),Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,Associate VP - Vice President: Mar 2022,,,
Business Line,Investment Banking,Investment Banking,1832,15-Jun-14,Vice President,Vice President,929,Egypt - Head Office,Male,9 Year(s) 0 Month(s) 5 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Above Expectations,Meets Expectations,,Associate VP - Vice President: Mar 2022,,,Associate - Associate VP: Mar 2019
Business Line,Investment Banking,Investment Banking,1925,1-Sep-15,Vice President,Vice President,929,Egypt - Head Office,Male,7 Year(s) 9 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,Associate VP - Vice President: Mar 2023,,Associate - Associate VP: Mar 2021,,
Business Partner,Investment Banking Operations,Investment Banking Operations,2439,6-Aug-19,Operations Officer,Analyst,2141,Egypt - Head Office,Female,3 Year(s) 10 Month(s) 14 Day(s),Above Expectations,Meets Expectations,Meets Expectations,Hired 2019,Hired 2019,,,,,
Business Partner,Investment Banking Operations,Investment Banking Operations,2141,6-Dec-17,Operations Manager,Associate Director,565,Egypt - Head Office,Male,5 Year(s) 6 Month(s) 14 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Above Expectations,Above Expectations,,Vice President - Associate Director: Mar 2022,,,Associate VP - Vice President: Mar 2019
Business Partner,Legal,Legal,2684,1-Jan-22,Junior Lawyer,Analyst,2409,Egypt - Head Office,Male,1 Year(s) 5 Month(s) 19 Day(s),Above Expectations,Hired 2021,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Partner,Legal,Legal,2685,1-Jan-22,Junior Lawyer,Analyst,2409,Egypt - Head Office,Male,1 Year(s) 5 Month(s) 19 Day(s),Above Expectations,Hired 2021,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Partner,Legal,Legal,2833,11-Dec-22,Lawyer,Analyst,2467,Egypt - Head Office,Female,0 Year(s) 6 Month(s) 9 Day(s),Hired 2022,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Legal,Legal,1943,1-Dec-15,Legal Affairs Head - Leasing,Associate Director,2531,Egypt - Head Office,Male,7 Year(s) 6 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Meets Expectations,Above Expectations,,,,,Vice President - Associate Director: Mar 2019
Business Partner,Legal,Legal,2475,24-Nov-19,Senior Legal Counsel,Associate Director,2531,UAE - One Central,Male,3 Year(s) 6 Month(s) 26 Day(s),Meets Expectations,Above Expectations,Meets Expectations,Hired 2019,Hired 2019,,Vice President - Associate Director: Mar 2022,,,
Business Partner,Legal,Legal,2497,1-Jan-20,Legal Affairs Head,Associate Director,2531,Egypt - Head Office,Male,3 Year(s) 5 Month(s) 19 Day(s),Above Expectations,Above Expectations,Meets Expectations,Hired 2019,Hired 2019,,,,,
Business Partner,Legal,Legal,2300,1-Jun-18,Senior Lawyer,Associate VP,1943,Egypt - Head Office,Male,5 Year(s) 0 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,,Associate - Associate VP: Mar 2021,,
Business Partner,Legal,Legal,2531,15-Aug-20,Group General Counsel,Managing Director,279,Egypt - Head Office,Male,2 Year(s) 10 Month(s) 5 Day(s),Above Expectations,Above Expectations,Hired 2020,Hired 2020,Hired 2020,,,,,
Business Partner,Legal,Legal,2065,21-May-17,Executive Support Manager,Professional,2531,Egypt - Head Office,Female,6 Year(s) 0 Month(s) 29 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Meets Expectations,Senior Specialist - C - Professional - C: Mar 2023,,,Specialist - A - Senior Specialist - C:Mar 2020,
Business Partner,Legal,Legal,2052,1-May-17,Senior Lawyer,Vice President,1943,Egypt - Head Office,Male,6 Year(s) 1 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Associate VP - Vice President: Mar 2023,,,,Associate - Associate VP: Mar 2019
Business Partner,Legal,Legal,2409,19-May-19,Legal Affairs Manager,Vice President,1943,Egypt - Head Office,Male,4 Year(s) 1 Month(s) 1 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Hired 2019,,Associate VP - Vice President: Mar 2022,,,
Business Partner,Legal,Legal,2467,1-Nov-19,Legal Affairs Manager,Vice President,2497,Egypt - Head Office,Male,3 Year(s) 7 Month(s) 19 Day(s),Above Expectations,Meets Expectations,Meets Expectations,Hired 2019,Hired 2019,,,,,
Business Partner,Legal,Legal,2687,4-Jan-22,Legal Counsel,Vice President,2531,Egypt - Head Office,Female,1 Year(s) 5 Month(s) 16 Day(s),Above Expectations,Hired 2021,Hired 2021,Hired 2021,Hired 2021,Associate VP - Vice President: Mar 2023,,,,
Business Partner,Marketing & Communications,Marketing & Communications,2853,1-Feb-23,Creative Content Executive,Analyst,2297,Egypt - Head Office,Female,0 Year(s) 4 Month(s) 19 Day(s),Hired 2023,Hired 2023,Hired 2023,Hired 2023,Hired 2023,,,,,
Business Partner,Marketing & Communications,Marketing & Communications,2838,1-Dec-22,Senior Communications Executive,Analyst,2603,Egypt - Head Office,Female,0 Year(s) 6 Month(s) 19 Day(s),Hired 2022,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Partner,Marketing & Communications,Marketing & Communications,2415,1-Jun-19,Senior Digital Marketing Executive,Associate,2297,Egypt - Head Office,Female,4 Year(s) 0 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Hired 2019,,Analyst - Associate: Mar 2022,,,
Business Partner,Marketing & Communications,Marketing & Communications,2870,1-Apr-23,Marketing Supervisor,Associate VP,2297,Egypt - Head Office,Male,0 Year(s) 2 Month(s) 19 Day(s),Hired 2023,Hired 2023,Hired 2023,Hired 2023,Hired 2023,,,,,
Business Partner,Marketing & Communications,Marketing & Communications,1509,17-Jan-10,Group Chief Marketing & Communications Officer,Managing Director,290,Egypt - Head Office,Female,13 Year(s) 5 Month(s) 3 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,,,,
Business Partner,Marketing & Communications,Marketing & Communications,1772,1-Jun-13,Assistant Marketing Manager,Vice President,1509,Egypt - Head Office,Female,10 Year(s) 0 Month(s) 19 Day(s),Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,Associate VP - Vice President: Mar 2022,,,Associate - Associate VP: Mar 2019
Business Partner,Marketing & Communications,Marketing & Communications,2297,3-Jun-18,Growth Marketing Manager,Vice President,1509,Egypt - Head Office,Female,5 Year(s) 0 Month(s) 17 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Meets Expectations,Associate VP - Vice President: Mar 2023,Associate - Associate VP: Mar 2022,,Analyst - Associate:Mar 2020,
Business Partner,Marketing & Communications,Marketing & Communications,2603,1-Jun-21,Communications Manager,Vice President,1509,Egypt - Head Office,Male,2 Year(s) 0 Month(s) 19 Day(s),Above Expectations,Above Expectations,Hired 2021,Hired 2021,Hired 2021,,Associate VP - Vice President: Mar 2022,,,
Business Line,Non-Bank Finance Institution,Non-Bank Finance Institution,2155,1-Jan-18,"Associate Director, Business Strategy",Associate Director,236,Egypt - Head Office,Male,5 Year(s) 5 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,Vice President - Associate Director: Mar 2021,,
Business Partner,Non-Bank Finance Institution,Non-Bank Finance Institution,1490,1-Jan-10,Senior Executive Support Manager,Professional,236,Egypt - Head Office,Female,13 Year(s) 5 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Private Equity,Private Equity,2814,1-Sep-22,Analyst,Analyst,1661,Egypt - Head Office,Male,0 Year(s) 9 Month(s) 19 Day(s),Meets Expectations,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Line,Private Equity,Private Equity,2811,1-Sep-22,Analyst,Analyst,1672,UAE - ADGM,Male,0 Year(s) 9 Month(s) 19 Day(s),Meets Expectations,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Line,Private Equity,Private Equity,2483,1-Jan-20,Associate,Associate,1661,Egypt - Head Office,Male,3 Year(s) 5 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Hired 2019,Hired 2019,,,Analyst - Associate: Mar 2021,,
Business Line,Private Equity,Private Equity,2576,1-Mar-21,Associate,Associate,1672,Egypt - Head Office,Female,2 Year(s) 3 Month(s) 19 Day(s),Above Expectations,Above Expectations,Hired 2021,Hired 2021,Hired 2021,,Analyst - Associate: Mar 2022,,,
Business Line,Private Equity,Private Equity,2876,8-May-23,Associate,Associate,1672,UAE - ADGM,Female,0 Year(s) 1 Month(s) 12 Day(s),Hired 2023,Hired 2023,Hired 2023,Hired 2023,Hired 2023,,,,,
Business Line,Private Equity,Private Equity,1671,1-Jul-10,Associate Director,Associate Director,1661,Egypt - Head Office,Male,12 Year(s) 11 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,Vice President - Associate Director: Mar 2021,,Associate VP - Vice President: Mar 2019
Business Line,Private Equity,Private Equity,1933,1-Oct-15,Associate Director,Associate Director,1672,Egypt - Head Office,Female,7 Year(s) 8 Month(s) 19 Day(s),Above Expectations,Above Expectations,Above Expectations,Meets Expectations,Above Expectations,,,Vice President - Associate Director: Mar 2021,,Associate VP - Vice President: Mar 2019
Business Line,Private Equity,Private Equity,1934,15-Sep-15,Associate Director,Associate Director,1672,Egypt - Head Office,Male,7 Year(s) 9 Month(s) 5 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,,Vice President - Associate Director: Mar 2021,,Associate VP - Vice President: Mar 2019
Business Line,Private Equity,Private Equity,2083,1-Jul-17,Associate Vice President,Associate VP,1661,Egypt - Head Office,Female,5 Year(s) 11 Month(s) 19 Day(s),Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,Associate - Associate VP: Mar 2022,,,Analyst - Associate: Mar 2019
Business Line,Private Equity,Private Equity,1736,25-Jul-12,Director,Director,1661,Egypt - Head Office,Male,10 Year(s) 10 Month(s) 25 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,,,Associate Director - Director:Mar 2020,Vice President - Associate Director: Mar 2019
Business Line,Private Equity,Private Equity,1674,15-Jul-10,Director,Director,1672,Egypt - Head Office,Male,12 Year(s) 11 Month(s) 5 Day(s),Meets Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,,,Associate Director - Director:Mar 2020,Vice President - Associate Director: Mar 2019
Business Line,Private Equity,Private Equity,2145,20-Dec-17,Technical Director,Director,1672,UK - London,Male,5 Year(s) 6 Month(s) 0 Day(s),Meets Expectations,Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Private Equity,Private Equity,2377,1-Dec-18,Asset & Finance Director,Director,1672,France - Paris,Male,4 Year(s) 6 Month(s) 19 Day(s),Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,Hired 2018,,,,,
Business Line,Private Equity,Private Equity,1661,26-Jan-97,Managing Director,Managing Director,1277,Egypt - Head Office,Male,26 Year(s) 4 Month(s) 24 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Private Equity,Private Equity,1672,1-Oct-10,Head of Energy,Managing Director,1277,UAE - ADGM,Male,12 Year(s) 8 Month(s) 19 Day(s),Above Expectations,Meets Expectations,Above Expectations,Above Expectations,Above Expectations,,,,,
Business Line,Private Equity,Private Equity,2782,2-May-22,"Chief Operating Officer, Vortex",Managing Director,1277,Spain - Madrid,Female,1 Year(s) 1 Month(s) 18 Day(s),Above Expectations,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Line,Private Equity,Private Equity,1664,1-Feb-05,Managing Director,Managing Director,1661,Egypt - Head Office,Female,18 Year(s) 4 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,Director - Managing Director: May 2022,,,
Business Line,Private Equity,Private Equity,1665,1-Feb-05,Managing Director,Managing Director,1661,Egypt - Head Office,Male,18 Year(s) 4 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,
Business Line,Private Equity,Private Equity,1703,7-Nov-10,Managing Director,Managing Director,1661,Egypt - Head Office,Male,12 Year(s) 7 Month(s) 13 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,,,,
Business Partner,Private Equity,Private Equity,1155,8-Jun-08,Senior Executive Support Manager,Professional,1277,UAE - DIFC,Female,15 Year(s) 0 Month(s) 12 Day(s),Above Expectations,Meets Expectations,Above Expectations,Meets Expectations,Above Expectations,,,,,
Business Partner,Private Equity,Private Equity,1668,11-Nov-07,Executive Support Manager,Professional,1661,Egypt - Head Office,Female,15 Year(s) 7 Month(s) 9 Day(s),Meets Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,,,,
Business Partner,Private Equity,Private Equity,2469,1-Nov-19,Senior Secretary,Specialist,1668,Egypt - Head Office,Female,3 Year(s) 7 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Hired 2019,Hired 2019,Junior - A - Specialist - C: Mar 2023,,,,
Business Line,Private Equity,Private Equity,2538,18-Oct-20,Vice President,Vice President,1661,Egypt - Head Office,Male,2 Year(s) 8 Month(s) 2 Day(s),Above Expectations,Above Expectations,Hired 2020,Hired 2020,Hired 2020,Associate VP - Vice President: Mar 2023,,,,
Business Line,Private Equity,Private Equity,1984,15-Jun-16,Vice President,Vice President,1672,UAE - ADGM,Male,7 Year(s) 0 Month(s) 5 Day(s),Above Expectations,Above Expectations,Above Expectations,Above Expectations,Above Expectations,,Associate VP - Vice President: Mar 2022,,Associate - Associate VP:Mar 2020,
Business Line,Private Equity,Private Equity,2680,13-Dec-21,Vice President,Vice President,1672,Spain - Madrid,Male,1 Year(s) 6 Month(s) 7 Day(s),Above Expectations,Hired 2021,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Line,Research,Research,2860,1-Mar-23,Analyst,Analyst,1192,Egypt - Head Office,Female,0 Year(s) 3 Month(s) 19 Day(s),Hired 2023,Hired 2023,Hired 2023,Hired 2023,Hired 2023,,,,,
Business Line,Research,Research,2806,14-Aug-22,Analyst,Analyst,1794,Egypt - Head Office,Female,0 Year(s) 10 Month(s) 6 Day(s),Hired 2022,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Line,Research,Research,2859,1-Mar-23,Analyst,Analyst,1794,Egypt - Head Office,Female,0 Year(s) 3 Month(s) 19 Day(s),Hired 2023,Hired 2023,Hired 2023,Hired 2023,Hired 2023,,,,,
Business Line,Research,Research,2798,1-Aug-22,Analyst,Analyst,2751,Pakistan - Karachi,Male,0 Year(s) 10 Month(s) 19 Day(s),Hired 2022,Hired 2022,Hired 2022,Hired 2022,Hired 2022,,,,,
Business Line,Research,Research,2574,1-Mar-21,Associate,Associate,419,Egypt - Head Office,Female,2 Year(s) 3 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Hired 2021,Hired 2021,Hired 2021,Analyst - Associate: Mar 2023,,,,
Business Line,Research,Research,2271,14-Nov-19,Associate,Associate,677,Egypt - Head Office,Female,3 Year(s) 7 Month(s) 6 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Re-hire 2019,Needs Development,,,Analyst - Associate: Mar 2021,,
Business Line,Research,Research,2136,4-Dec-17,Associate,Associate,919,UK - London,Female,5 Year(s) 6 Month(s) 16 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,,,Analyst - Associate: Mar 2019
Business Line,Research,Research,2605,1-Jun-21,Associate,Associate,997,Pakistan - Karachi,Male,2 Year(s) 0 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Line,Research,Research,2408,1-May-19,Associate,Associate,1524,Egypt - Head Office,Female,4 Year(s) 1 Month(s) 19 Day(s),Meets Expectations,Above Expectations,Meets Expectations,Meets Expectations,Hired 2019,,Analyst - Associate: Mar 2022,,,
Business Line,Research,Research,2527,1-Jul-20,Associate,Associate,1525,Egypt - Head Office,Female,2 Year(s) 11 Month(s) 19 Day(s),Meets Expectations,Above Expectations,Meets Expectations,Hired 2020,Hired 2020,,Analyst - Associate: Jul 2022,,,
Business Line,Research,Research,2691,9-Jan-22,Associate,Associate,1721,Egypt - Head Office,Male,1 Year(s) 5 Month(s) 11 Day(s),Above Expectations,Hired 2021,Hired 2021,Hired 2021,Hired 2021,Analyst - Associate: Mar 2023,,,,
Business Line,Research,Research,2706,1-Feb-22,Associate,Associate,2071,Bangladesh - Dhaka,Male,1 Year(s) 4 Month(s) 19 Day(s),Needs Development,Hired 2021,Hired 2021,Hired 2021,Hired 2021,,,,,
Business Line,Research,Research,1223,3-Aug-08,Associate Director,Associate Director,458,Egypt - Head Office,Male,14 Year(s) 10 Month(s) 17 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,Vice President - Associate Director: Mar 2021,,
Business Line,Research,Research,680,15-Jan-06,Associate Director,Associate Director,1305,Egypt - Head Office,Female,17 Year(s) 5 Month(s) 5 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,Vice President - Associate Director: Mar 2021,,
Business Line,Research,Research,1192,4-Jul-08,Associate Director,Associate Director,1305,Egypt - Head Office,Male,14 Year(s) 11 Month(s) 16 Day(s),Meets Expectations,Meets Expectations,Needs Development,Meets Expectations,Meets Expectations,,,,,Vice President - Associate Director: Mar 2019
Business Line,Research,Research,1723,23-Oct-11,Associate Director,Associate Director,1524,UAE - DIFC,Male,11 Year(s) 7 Month(s) 27 Day(s),Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,Vice President - Associate Director: Mar 2021,,
Business Line,Research,Research,1851,23-Nov-14,Associate Director,Associate Director,1525,UAE - DIFC,Female,8 Year(s) 6 Month(s) 27 Day(s),Above Expectations,Above Expectations,Meets Expectations,Meets Expectations,Meets Expectations,,,Vice President - Associate Director: Mar 2021,,
Business Line,Research,Research,2129,1-Nov-17,Associate Director,Associate Director,1720,Egypt - Head Office,Male,5 Year(s) 7 Month(s) 19 Day(s),Meets Expectations,Meets Expectations,Above Expectations,Above Expectations,Above Expectations,Vice President - Associate Director: Mar 2023,,,,Associate VP - Vice President: Mar 2019
Business Line,Research,Research,2086,14-Jul-17,Associate Director,Associate Director,2049,Kenya - Nairobi,Male,5 Year(s) 11 Month(s) 6 Day(s),Above Expectations,Meets Expectations,Above Expectations,Above Expectations,Above Expectations,Vice President - Associate Director: Mar 2023,,,Associate VP - Vice President:Mar 2020,
